Model,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Car_Age
X3,Europe,Grey,Electric,Automatic,3.7,140782,8584,High,1
M5,Africa,Red,Diesel,Automatic,2.7,94248,3860,Low,13
X3,Africa,White,Electric,Automatic,2.1,164556,2275,Low,3
M3,Europe,Blue,Hybrid,Automatic,2.5,150751,4086,Low,13
M3,South America,Silver,Electric,Automatic,4.7,5138,7634,High,14
X5,Europe,Silver,Electric,Manual,4.3,199407,7719,High,7
i8,South America,Blue,Electric,Automatic,4.7,22525,7425,High,7
i8,South America,Blue,Electric,Manual,4.1,55870,2977,Low,5
X3,Asia,White,Diesel,Automatic,1.9,51572,9453,High,3
X3,North America,Black,Petrol,Automatic,2.8,108223,6695,Low,13
i8,Asia,Black,Diesel,Manual,4.0,25399,8990,High,5
X1,North America,Red,Electric,Manual,3.0,7013,6676,Low,10
i3,Middle East,Red,Diesel,Automatic,4.5,70826,7335,High,2
X1,Africa,Silver,Petrol,Manual,1.5,127845,2783,Low,7
M5,Europe,Blue,Petrol,Automatic,3.1,115880,408,Low,13
X1,Europe,Black,Petrol,Automatic,3.6,143871,3126,Low,5
7 Series,Africa,Grey,Diesel,Automatic,3.7,113955,458,Low,7
X1,South America,Blue,Electric,Manual,3.8,159656,7026,High,0
X3,Asia,Silver,Electric,Automatic,2.7,113688,1159,Low,9
X5,Europe,White,Petrol,Automatic,2.3,12167,5779,Low,5
M3,Asia,Black,Diesel,Manual,4.1,89163,792,Low,1
7 Series,North America,Black,Electric,Manual,2.4,151068,5318,Low,5
3 Series,Asia,Silver,Petrol,Automatic,2.8,185742,8417,High,4
X1,Middle East,Black,Electric,Manual,4.1,99963,9747,High,4
X6,Africa,Silver,Electric,Automatic,2.6,189863,1199,Low,3
3 Series,Europe,Red,Diesel,Automatic,3.5,101462,9257,High,10
i3,Europe,Black,Hybrid,Manual,3.0,95146,3353,Low,6
3 Series,Africa,Red,Hybrid,Manual,2.1,138375,7561,High,14
i8,Africa,Grey,Electric,Automatic,2.3,143057,4909,Low,12
5 Series,North America,Grey,Electric,Manual,2.3,37062,9348,High,2
X5,South America,Grey,Petrol,Automatic,4.4,132161,9304,High,2
X6,Middle East,White,Diesel,Automatic,2.8,2834,3948,Low,12
7 Series,Africa,White,Electric,Manual,3.2,93042,4436,Low,3
3 Series,Europe,Blue,Electric,Automatic,3.9,150767,6775,Low,2
i8,Africa,Grey,Hybrid,Automatic,3.4,87929,9374,High,2
X5,Asia,White,Hybrid,Manual,2.2,27721,2560,Low,6
i8,South America,White,Hybrid,Manual,1.7,150867,8732,High,14
i8,North America,Blue,Petrol,Manual,2.3,128836,6056,Low,5
3 Series,Europe,Blue,Electric,Automatic,3.9,111934,4320,Low,8
X5,Europe,Black,Hybrid,Automatic,4.9,119952,9321,High,13
M3,Middle East,White,Electric,Automatic,4.9,57767,8645,High,8
X1,Europe,Red,Diesel,Manual,2.9,116672,8610,High,11
X1,Europe,Red,Diesel,Manual,3.9,179689,9376,High,8
M3,Asia,Silver,Petrol,Manual,3.2,113313,7997,High,8
M3,South America,Black,Petrol,Manual,2.0,35643,9665,High,14
3 Series,Middle East,Blue,Petrol,Manual,2.0,123301,5664,Low,4
3 Series,South America,Silver,Petrol,Manual,4.3,139400,1253,Low,7
i8,Asia,White,Petrol,Automatic,2.0,6887,4721,Low,8
X6,Middle East,White,Electric,Manual,2.9,26272,9587,High,12
3 Series,South America,Grey,Hybrid,Manual,1.8,38235,6407,Low,7
5 Series,Asia,Blue,Diesel,Automatic,1.6,77770,1900,Low,3
X1,North America,Grey,Electric,Automatic,4.5,199554,6401,Low,12
3 Series,South America,Blue,Diesel,Manual,4.6,55421,4668,Low,10
X6,Middle East,Blue,Petrol,Manual,4.2,104253,8904,High,6
i8,Asia,Silver,Electric,Automatic,4.2,7093,6601,Low,3
7 Series,Africa,Black,Electric,Manual,2.0,49373,3066,Low,0
M5,Asia,Black,Diesel,Automatic,3.0,49159,9721,High,9
M3,Asia,Red,Hybrid,Manual,2.0,41514,8897,High,9
7 Series,Asia,White,Hybrid,Manual,3.9,181076,5229,Low,13
M5,Middle East,Grey,Diesel,Manual,2.1,27479,4654,Low,0
M5,Africa,Black,Hybrid,Automatic,4.8,4646,3725,Low,5
X3,South America,White,Hybrid,Automatic,3.4,92113,7180,High,9
M5,Asia,Blue,Electric,Manual,4.4,90069,4773,Low,2
X1,North America,Blue,Hybrid,Automatic,1.6,139882,214,Low,6
X1,North America,Blue,Diesel,Manual,2.6,54557,3737,Low,4
3 Series,South America,Grey,Hybrid,Manual,4.6,193617,2824,Low,12
M5,Europe,Silver,Diesel,Manual,4.4,193381,7158,High,7
i8,South America,Blue,Electric,Manual,4.2,130666,245,Low,3
X6,Asia,Silver,Electric,Manual,4.7,37337,1371,Low,10
i3,North America,White,Electric,Manual,2.9,68437,4649,Low,12
X6,South America,Black,Hybrid,Automatic,4.1,42944,2161,Low,5
i3,Europe,Blue,Electric,Manual,2.0,134347,8732,High,8
i3,Africa,Red,Diesel,Manual,3.6,38618,2764,Low,13
3 Series,Africa,Grey,Hybrid,Automatic,1.9,170445,3686,Low,14
i8,South America,Red,Hybrid,Manual,4.8,195568,8411,High,14
X5,South America,Blue,Hybrid,Automatic,3.2,948,6059,Low,1
M5,Middle East,Grey,Diesel,Manual,3.7,164821,7335,High,4
3 Series,Asia,Black,Diesel,Automatic,2.6,43148,1910,Low,9
X5,Africa,Grey,Petrol,Automatic,5.0,103061,3027,Low,1
X6,Asia,White,Petrol,Manual,2.6,24343,4412,Low,12
7 Series,Middle East,Black,Hybrid,Manual,1.7,87002,8523,High,11
M3,Africa,Silver,Hybrid,Automatic,4.3,133130,7614,High,0
X5,Africa,Silver,Diesel,Automatic,3.7,54146,1067,Low,14
X5,Middle East,White,Electric,Automatic,4.8,97741,3173,Low,12
3 Series,South America,Red,Electric,Manual,2.8,4036,2746,Low,11
i3,Middle East,Silver,Hybrid,Manual,3.9,69744,4616,Low,7
i8,Europe,White,Hybrid,Automatic,2.2,82543,8005,High,0
M5,Asia,White,Electric,Manual,2.5,161878,6381,Low,7
i3,Europe,Black,Hybrid,Automatic,2.6,73641,8711,High,3
7 Series,Middle East,Silver,Petrol,Manual,4.8,22658,6412,Low,9
X3,Middle East,Blue,Electric,Manual,4.8,13133,6465,Low,14
M3,North America,Red,Electric,Automatic,3.5,46983,1531,Low,0
5 Series,South America,White,Hybrid,Manual,2.8,142856,7456,High,12
3 Series,Asia,Blue,Diesel,Automatic,3.9,185428,5163,Low,3
X5,Europe,Black,Petrol,Manual,1.6,48850,5542,Low,0
5 Series,South America,Red,Diesel,Manual,4.8,10713,5382,Low,4
X6,Asia,Blue,Electric,Manual,1.8,183457,3394,Low,7
M3,South America,White,Electric,Manual,3.9,111550,8188,High,1
7 Series,Asia,Red,Hybrid,Manual,3.9,150407,3684,Low,2
3 Series,North America,Grey,Electric,Automatic,3.7,37871,9249,High,13
i3,Asia,Blue,Diesel,Automatic,4.1,190059,233,Low,12
X1,Africa,Grey,Electric,Automatic,4.2,35261,1587,Low,4
X3,Asia,Grey,Petrol,Manual,2.6,188716,5602,Low,4
X3,Asia,Silver,Diesel,Automatic,2.7,199722,4173,Low,0
i8,Africa,Blue,Diesel,Manual,3.4,185741,1172,Low,9
3 Series,North America,Red,Hybrid,Manual,2.8,6767,575,Low,8
7 Series,Europe,Black,Diesel,Automatic,2.8,141539,5605,Low,1
M3,North America,Grey,Petrol,Manual,2.7,182666,7467,High,7
M5,North America,Grey,Petrol,Manual,3.4,185426,1462,Low,6
7 Series,South America,Grey,Petrol,Manual,1.8,45328,8627,High,8
M3,North America,Grey,Electric,Automatic,3.3,48848,5943,Low,6
5 Series,Europe,Silver,Electric,Manual,3.8,24441,6531,Low,0
X6,North America,Grey,Petrol,Manual,2.2,137569,6949,Low,2
3 Series,Asia,White,Petrol,Manual,4.8,35496,6245,Low,1
i3,Europe,White,Petrol,Automatic,3.0,196785,5391,Low,8
X6,South America,Black,Electric,Automatic,3.4,102453,819,Low,10
7 Series,Asia,White,Diesel,Manual,3.4,30822,5009,Low,0
i3,North America,Black,Hybrid,Manual,2.1,63083,3414,Low,8
M5,North America,White,Electric,Manual,3.4,137484,5683,Low,1
X6,North America,Silver,Electric,Automatic,3.2,83230,4749,Low,2
X6,Africa,White,Diesel,Automatic,4.1,191056,7592,High,13
M3,Asia,Red,Petrol,Manual,4.8,130197,4062,Low,6
i3,North America,Silver,Diesel,Automatic,1.6,96533,5237,Low,14
5 Series,Asia,Blue,Diesel,Manual,4.8,263,618,Low,2
i8,South America,White,Diesel,Manual,1.6,30113,7294,High,4
X1,North America,Grey,Petrol,Automatic,4.3,180263,5986,Low,9
i3,Africa,Grey,Diesel,Manual,4.8,195686,1143,Low,3
3 Series,Middle East,Red,Diesel,Automatic,1.7,169799,704,Low,6
i8,Europe,White,Hybrid,Automatic,3.3,77677,5456,Low,12
M5,Middle East,Red,Petrol,Automatic,2.7,126932,8337,High,11
M5,Europe,Red,Petrol,Automatic,3.5,46076,6150,Low,5
M5,Europe,Red,Diesel,Manual,2.2,41361,7125,High,7
5 Series,Middle East,Black,Hybrid,Manual,1.8,199054,4579,Low,8
X5,North America,Blue,Hybrid,Manual,1.8,195019,6116,Low,10
X3,Europe,Blue,Diesel,Manual,2.1,186215,3741,Low,8
X6,Europe,Blue,Electric,Manual,5.0,168816,915,Low,1
5 Series,Europe,Black,Electric,Manual,3.4,133165,7673,High,5
i8,Middle East,Blue,Electric,Manual,1.5,181455,6456,Low,1
i3,Middle East,Blue,Hybrid,Manual,3.3,23148,4429,Low,1
X5,Europe,Red,Diesel,Manual,4.1,138993,7519,High,14
M3,Europe,Grey,Electric,Automatic,4.7,129907,5952,Low,6
7 Series,North America,Red,Petrol,Manual,1.6,156003,2934,Low,4
X3,Europe,Blue,Hybrid,Manual,4.2,169106,8654,High,10
i8,South America,Silver,Diesel,Manual,4.4,96178,7847,High,10
M3,Africa,Silver,Petrol,Manual,3.5,96700,400,Low,9
5 Series,South America,White,Petrol,Automatic,2.9,103275,5740,Low,13
3 Series,Europe,White,Hybrid,Automatic,2.7,119830,8420,High,9
X6,South America,Grey,Hybrid,Manual,3.9,187234,1479,Low,12
i8,North America,Silver,Petrol,Manual,2.3,154108,1179,Low,1
M5,South America,Grey,Petrol,Manual,3.3,7548,2295,Low,9
X5,South America,Red,Diesel,Manual,4.5,51933,7718,High,0
X1,Middle East,Black,Electric,Manual,3.7,51092,4503,Low,5
X1,Europe,Grey,Hybrid,Manual,3.4,9233,1742,Low,6
3 Series,South America,Red,Electric,Manual,3.6,199142,8379,High,13
i3,Asia,Blue,Hybrid,Automatic,2.2,36192,1254,Low,10
M3,Asia,Blue,Diesel,Automatic,4.3,6894,5977,Low,3
i8,South America,White,Diesel,Automatic,1.6,109346,2891,Low,14
3 Series,Europe,Blue,Diesel,Manual,2.7,120755,5984,Low,1
7 Series,Europe,Grey,Petrol,Automatic,4.4,165659,8606,High,6
X6,Europe,White,Electric,Manual,4.3,45830,1191,Low,7
X1,Europe,Silver,Petrol,Automatic,3.8,143846,3868,Low,5
i3,Europe,Black,Hybrid,Automatic,3.9,112987,9161,High,10
7 Series,South America,Grey,Electric,Manual,4.6,63,1345,Low,10
X1,North America,White,Diesel,Automatic,4.8,160225,8326,High,9
X5,Asia,Red,Diesel,Automatic,4.2,40685,5208,Low,5
X1,South America,White,Electric,Manual,4.2,3938,9802,High,9
X5,Asia,Blue,Petrol,Automatic,1.8,169589,4595,Low,2
3 Series,Europe,Black,Electric,Manual,2.8,128295,4266,Low,1
M5,Europe,Black,Hybrid,Manual,3.9,32639,8561,High,7
5 Series,Europe,Blue,Electric,Manual,3.2,117642,6295,Low,5
i8,Asia,White,Electric,Manual,3.2,124432,5622,Low,6
X3,Europe,Blue,Hybrid,Manual,4.8,73315,2780,Low,5
7 Series,South America,Blue,Diesel,Automatic,2.8,143267,6294,Low,10
X1,North America,Grey,Electric,Automatic,3.0,106440,5243,Low,8
X3,Africa,Silver,Petrol,Manual,1.6,102629,6954,Low,14
5 Series,Europe,Grey,Diesel,Manual,2.3,81282,3506,Low,11
X3,Asia,Red,Petrol,Automatic,2.3,114864,4682,Low,8
X3,Africa,Grey,Electric,Automatic,4.4,62494,2173,Low,11
5 Series,South America,Grey,Diesel,Automatic,2.1,61320,1018,Low,12
X3,North America,Black,Electric,Automatic,3.5,59818,208,Low,13
X3,North America,Black,Hybrid,Manual,2.6,104927,4078,Low,0
X1,Africa,White,Petrol,Manual,4.8,13568,1113,Low,10
X6,South America,White,Diesel,Automatic,2.5,11904,7074,High,11
X1,Europe,White,Petrol,Manual,2.0,90405,7250,High,2
X3,Europe,Silver,Petrol,Manual,1.9,22376,5681,Low,0
i8,Middle East,Black,Petrol,Manual,4.7,11680,9207,High,1
X3,Middle East,Silver,Petrol,Manual,3.2,161546,1668,Low,6
M3,South America,Black,Electric,Manual,4.1,84831,8231,High,10
X5,Europe,Silver,Petrol,Manual,3.5,132391,3302,Low,12
X1,Africa,White,Petrol,Manual,3.7,147231,205,Low,8
7 Series,Middle East,White,Hybrid,Automatic,1.9,68136,888,Low,12
5 Series,South America,White,Diesel,Manual,3.5,1782,6663,Low,0
X3,Europe,White,Hybrid,Automatic,4.5,65326,8461,High,3
i8,Asia,Black,Electric,Automatic,5.0,41442,8023,High,7
i8,Europe,White,Petrol,Manual,4.6,54114,3054,Low,7
i8,Africa,Grey,Electric,Manual,3.1,159314,1711,Low,10
i8,Middle East,Black,Petrol,Manual,4.0,16158,330,Low,3
X1,South America,Red,Electric,Automatic,5.0,57813,2842,Low,2
X3,Asia,Red,Petrol,Automatic,4.1,79710,6098,Low,4
5 Series,North America,Black,Hybrid,Manual,4.9,30153,7988,High,5
3 Series,Europe,Blue,Hybrid,Manual,2.0,176969,207,Low,1
i8,Middle East,Silver,Hybrid,Manual,4.1,61726,9492,High,13
i8,Africa,Silver,Diesel,Automatic,2.3,29342,1027,Low,0
7 Series,Asia,Red,Diesel,Manual,3.5,51495,7102,High,0
i3,Europe,Red,Hybrid,Manual,4.3,58708,4152,Low,3
X1,Europe,White,Electric,Manual,2.1,30880,8346,High,12
7 Series,Middle East,Blue,Hybrid,Manual,3.1,146951,9269,High,0
i3,Africa,Blue,Hybrid,Automatic,4.6,121079,5406,Low,11
X5,South America,Grey,Diesel,Manual,2.5,40315,9259,High,6
i3,South America,Blue,Petrol,Manual,4.1,35202,5666,Low,12
X1,Middle East,Black,Electric,Automatic,2.3,83920,5222,Low,3
X5,Middle East,Black,Electric,Automatic,1.6,123735,9324,High,11
X5,Africa,White,Electric,Automatic,3.7,144113,1085,Low,2
5 Series,North America,Grey,Diesel,Automatic,3.1,106851,8401,High,7
X6,Europe,Red,Petrol,Automatic,3.8,43795,5954,Low,2
X5,Africa,Grey,Diesel,Manual,3.8,199995,2362,Low,8
i8,South America,Red,Petrol,Manual,3.6,61399,1275,Low,9
3 Series,South America,Silver,Electric,Manual,3.5,170264,5717,Low,7
X3,Asia,White,Hybrid,Automatic,3.7,134094,7007,High,2
M5,Middle East,Black,Electric,Manual,1.9,12472,3801,Low,12
i3,South America,Red,Diesel,Automatic,4.5,167201,3727,Low,13
M5,South America,Blue,Petrol,Automatic,4.0,102391,936,Low,0
3 Series,Middle East,Black,Electric,Automatic,4.7,88171,2952,Low,14
X5,Middle East,White,Petrol,Manual,4.1,54055,9930,High,10
M3,Asia,Red,Electric,Manual,4.7,154196,3667,Low,10
X6,Europe,Grey,Hybrid,Automatic,3.5,149517,176,Low,11
X3,Middle East,Grey,Petrol,Manual,3.5,52217,9420,High,2
5 Series,North America,White,Hybrid,Automatic,4.5,125661,6250,Low,10
X6,South America,White,Petrol,Manual,3.3,75647,4958,Low,4
M5,South America,Blue,Electric,Manual,3.6,101934,8254,High,8
3 Series,Europe,Grey,Electric,Manual,3.5,62218,2664,Low,3
i3,Middle East,Grey,Diesel,Automatic,3.4,57120,8797,High,11
i8,South America,Grey,Electric,Manual,4.1,8209,9104,High,1
5 Series,Asia,Silver,Petrol,Automatic,3.5,2247,2228,Low,2
M3,North America,White,Hybrid,Manual,4.0,37257,8762,High,3
X3,Middle East,Silver,Petrol,Manual,4.7,55691,3993,Low,8
X1,Asia,Black,Diesel,Automatic,2.1,89072,9695,High,11
M3,Europe,Blue,Diesel,Manual,4.3,70571,4206,Low,5
i8,Africa,Silver,Diesel,Manual,2.0,150717,5575,Low,4
M3,Asia,Silver,Hybrid,Automatic,3.3,142583,2772,Low,14
3 Series,South America,White,Diesel,Automatic,2.6,120727,1231,Low,7
i3,Africa,Red,Petrol,Manual,4.8,5687,4509,Low,1
X6,Europe,Black,Petrol,Manual,3.5,95475,2446,Low,2
X3,Middle East,Red,Electric,Automatic,3.2,86533,7218,High,6
X3,Africa,Grey,Electric,Manual,3.7,24348,7274,High,14
3 Series,Asia,Red,Hybrid,Manual,3.0,94052,4712,Low,12
X3,North America,Black,Electric,Manual,3.4,176189,8314,High,8
X3,South America,Blue,Hybrid,Manual,4.1,727,5635,Low,12
M3,Asia,Silver,Diesel,Manual,1.8,103705,6439,Low,6
M3,South America,Black,Petrol,Automatic,1.6,33848,5932,Low,11
X6,Asia,Black,Diesel,Manual,2.3,79268,4570,Low,11
i3,Europe,Red,Hybrid,Manual,4.4,138127,4547,Low,9
7 Series,South America,Black,Hybrid,Manual,2.1,83436,4738,Low,7
3 Series,Europe,Silver,Petrol,Manual,2.7,110670,395,Low,3
M3,Africa,Blue,Petrol,Automatic,3.0,113247,8403,High,4
i3,Europe,White,Petrol,Manual,1.9,86789,1183,Low,14
X6,Africa,White,Hybrid,Automatic,3.5,18319,471,Low,13
i3,Africa,Silver,Electric,Manual,3.7,182702,6003,Low,14
X5,North America,Red,Diesel,Manual,2.9,189846,6133,Low,6
i8,Asia,White,Diesel,Automatic,1.8,59011,9887,High,12
M3,Middle East,Grey,Petrol,Manual,1.8,15285,7316,High,2
X1,Africa,Black,Hybrid,Manual,2.3,196771,8717,High,3
3 Series,Africa,Silver,Hybrid,Automatic,3.1,42092,2799,Low,6
M3,Africa,Black,Diesel,Manual,3.3,71769,6869,Low,3
M5,Europe,Red,Diesel,Manual,3.0,164521,855,Low,7
X1,Middle East,White,Diesel,Automatic,2.2,61100,6603,Low,4
i8,Europe,Red,Electric,Manual,4.9,92002,3274,Low,14
X5,Middle East,Silver,Petrol,Automatic,4.7,56510,5505,Low,6
X3,Europe,Red,Petrol,Automatic,2.1,77714,1067,Low,5
M5,Middle East,Grey,Diesel,Manual,4.0,45406,8115,High,5
X6,North America,White,Petrol,Manual,2.1,21391,6840,Low,11
3 Series,South America,Blue,Hybrid,Manual,1.8,197541,7753,High,1
7 Series,Europe,Blue,Petrol,Automatic,3.5,99449,3474,Low,7
7 Series,Middle East,Black,Hybrid,Manual,3.8,172233,4412,Low,2
5 Series,Asia,White,Hybrid,Automatic,2.5,86862,1636,Low,8
5 Series,North America,Red,Hybrid,Automatic,4.5,154797,6125,Low,13
5 Series,Middle East,Grey,Electric,Automatic,3.6,59254,4648,Low,9
7 Series,Africa,Silver,Electric,Automatic,3.3,20848,6768,Low,6
5 Series,Middle East,Blue,Electric,Manual,3.5,149630,6014,Low,8
X3,Africa,Blue,Diesel,Manual,4.6,199383,2112,Low,8
M3,North America,Grey,Diesel,Automatic,2.5,102056,2433,Low,6
X3,South America,Red,Hybrid,Automatic,3.3,26890,1339,Low,8
7 Series,Asia,White,Hybrid,Automatic,3.6,44054,4364,Low,0
7 Series,South America,Blue,Electric,Automatic,2.1,52860,141,Low,12
X1,Asia,Red,Diesel,Automatic,2.0,48156,7237,High,10
7 Series,Middle East,Blue,Hybrid,Automatic,2.9,58137,1793,Low,0
M3,Asia,Black,Diesel,Automatic,4.7,109663,411,Low,13
i8,South America,Black,Electric,Manual,3.4,138611,3587,Low,6
i3,Africa,White,Petrol,Manual,3.9,191334,8893,High,6
5 Series,Africa,Blue,Electric,Automatic,1.6,164376,725,Low,9
M3,South America,Silver,Hybrid,Automatic,1.8,114239,6987,Low,10
i3,Africa,Grey,Diesel,Manual,3.5,190856,4376,Low,2
5 Series,Asia,White,Electric,Manual,4.3,133110,3405,Low,12
i3,North America,Black,Electric,Automatic,2.9,41438,1691,Low,9
X5,South America,White,Electric,Manual,3.9,111818,7793,High,13
X1,Asia,Grey,Electric,Automatic,2.8,110175,5257,Low,9
X5,South America,Red,Hybrid,Manual,3.0,312,415,Low,2
7 Series,Asia,Silver,Diesel,Manual,2.5,94136,6979,Low,8
i3,Europe,Grey,Diesel,Automatic,4.9,40442,7313,High,7
7 Series,North America,Red,Hybrid,Automatic,4.5,153078,2496,Low,8
X5,Europe,Black,Petrol,Manual,4.2,142847,2446,Low,7
X1,Africa,Black,Electric,Manual,5.0,2479,475,Low,9
7 Series,Middle East,Black,Electric,Manual,3.9,168141,2687,Low,9
M3,South America,White,Hybrid,Automatic,3.1,60716,4249,Low,7
i8,Middle East,Grey,Petrol,Manual,2.6,66129,3426,Low,0
i3,North America,Silver,Petrol,Manual,4.8,149965,152,Low,1
7 Series,South America,Grey,Diesel,Manual,4.3,24253,3149,Low,6
i8,Europe,Grey,Diesel,Automatic,3.5,80024,7270,High,4
3 Series,Middle East,Blue,Electric,Manual,3.3,9545,2246,Low,10
M5,Middle East,Blue,Hybrid,Automatic,1.6,122393,828,Low,5
X5,Africa,White,Hybrid,Automatic,2.9,15094,9312,High,14
X3,Europe,Black,Diesel,Manual,4.7,80626,4107,Low,11
i8,Africa,Grey,Petrol,Automatic,4.7,141840,4222,Low,0
X6,Middle East,White,Petrol,Automatic,2.9,143430,645,Low,8
X1,Europe,White,Electric,Manual,1.9,154125,8414,High,5
M5,South America,Red,Electric,Automatic,4.1,52922,7459,High,4
X1,North America,White,Electric,Automatic,4.3,59652,2411,Low,2
X5,Europe,Black,Electric,Automatic,4.2,100017,2638,Low,1
M3,Asia,Blue,Electric,Manual,4.1,175187,1579,Low,6
5 Series,Africa,Black,Hybrid,Manual,3.7,79581,7226,High,14
X6,Asia,Grey,Petrol,Manual,4.0,122746,7693,High,11
7 Series,Africa,Blue,Hybrid,Automatic,4.9,16192,7380,High,10
i8,Asia,White,Hybrid,Manual,4.1,160127,3727,Low,8
M3,North America,Grey,Petrol,Automatic,2.4,177638,6044,Low,8
3 Series,Africa,White,Diesel,Automatic,3.1,11445,7674,High,9
M5,South America,Black,Petrol,Automatic,3.7,84720,5238,Low,0
X6,Middle East,Silver,Electric,Manual,3.6,170098,4185,Low,7
X3,Europe,Grey,Hybrid,Automatic,2.1,55054,2088,Low,10
M5,Africa,Grey,Hybrid,Automatic,4.6,17888,1169,Low,6
X3,North America,Black,Electric,Automatic,2.2,139340,2373,Low,1
M3,Europe,Red,Diesel,Manual,2.9,180142,5517,Low,14
X5,Asia,Grey,Hybrid,Automatic,3.9,77818,602,Low,6
3 Series,Africa,Grey,Diesel,Manual,1.7,63530,6118,Low,10
3 Series,Africa,Blue,Electric,Manual,4.0,70749,1155,Low,0
7 Series,South America,Silver,Diesel,Automatic,3.3,137236,8422,High,2
i3,North America,Silver,Diesel,Automatic,2.8,8009,5080,Low,6
M3,Middle East,Blue,Diesel,Manual,3.9,116591,6145,Low,1
X6,Africa,Red,Diesel,Automatic,2.6,123031,5411,Low,3
X1,South America,Silver,Diesel,Automatic,4.5,130399,1835,Low,2
5 Series,Middle East,White,Diesel,Manual,4.2,102337,152,Low,4
X1,Europe,Red,Hybrid,Automatic,3.0,138201,7054,High,13
7 Series,North America,Silver,Electric,Automatic,3.4,170014,4489,Low,6
M3,Africa,Silver,Petrol,Manual,3.7,113873,852,Low,2
X3,Africa,Silver,Hybrid,Automatic,4.5,123417,2706,Low,10
M5,North America,White,Petrol,Manual,4.9,90164,3629,Low,11
X3,Europe,Red,Diesel,Manual,3.5,163786,8216,High,5
M3,Middle East,Black,Hybrid,Automatic,1.7,120903,4153,Low,4
M5,Europe,Black,Diesel,Automatic,3.9,70998,2064,Low,0
X3,Middle East,Red,Petrol,Automatic,3.9,15904,2718,Low,14
3 Series,South America,White,Diesel,Manual,4.5,74134,4170,Low,3
X6,Africa,Grey,Petrol,Automatic,4.8,125375,4976,Low,2
i3,South America,Red,Hybrid,Automatic,3.4,91396,5432,Low,9
M5,Africa,Blue,Diesel,Manual,2.9,22989,9507,High,12
3 Series,South America,Blue,Hybrid,Manual,4.4,48376,3961,Low,6
M3,South America,White,Diesel,Manual,5.0,36698,9520,High,7
7 Series,South America,Silver,Petrol,Manual,2.6,167692,5684,Low,14
M3,Middle East,Grey,Hybrid,Manual,4.6,55110,1542,Low,12
5 Series,Africa,Red,Petrol,Automatic,2.5,187612,918,Low,6
M5,North America,Red,Diesel,Automatic,1.7,93563,3907,Low,13
X6,Middle East,Grey,Diesel,Automatic,4.2,173048,8009,High,14
7 Series,Africa,Grey,Electric,Automatic,3.4,157896,9989,High,4
i8,South America,Blue,Hybrid,Manual,4.7,69999,9971,High,4
i8,Africa,Grey,Diesel,Manual,3.0,133919,2209,Low,2
i3,Africa,Black,Hybrid,Manual,1.8,13967,938,Low,6
M3,Africa,Black,Electric,Automatic,4.2,6350,4678,Low,0
i8,North America,White,Electric,Automatic,4.2,11511,7175,High,14
i8,Asia,Blue,Hybrid,Automatic,4.7,83580,7467,High,13
X1,Middle East,Black,Hybrid,Automatic,2.8,17961,7581,High,9
7 Series,South America,Grey,Diesel,Automatic,3.9,119340,4460,Low,4
M5,Africa,White,Electric,Manual,1.9,190706,2581,Low,11
i3,South America,Grey,Hybrid,Manual,2.5,179481,8785,High,5
M5,Europe,Grey,Petrol,Manual,3.4,123196,8162,High,11
3 Series,North America,Silver,Diesel,Manual,2.2,5376,2582,Low,8
7 Series,South America,Red,Hybrid,Automatic,2.9,137536,4096,Low,0
3 Series,Middle East,Blue,Petrol,Automatic,1.6,16620,7668,High,8
X6,North America,Grey,Electric,Manual,3.4,138639,7090,High,14
M5,Africa,Red,Diesel,Manual,3.9,12529,2349,Low,7
5 Series,Asia,Black,Electric,Manual,2.6,140232,310,Low,2
M5,South America,Blue,Hybrid,Manual,4.3,183059,6593,Low,11
i3,Africa,White,Petrol,Automatic,3.0,13869,8224,High,7
7 Series,Africa,Black,Diesel,Manual,3.2,93507,1924,Low,9
i3,Middle East,White,Hybrid,Automatic,2.9,66765,9215,High,14
M3,North America,Grey,Electric,Automatic,4.4,11889,9794,High,3
X3,Asia,Blue,Petrol,Automatic,4.9,162457,8324,High,6
i8,South America,Grey,Hybrid,Manual,4.9,36262,4987,Low,10
i8,Africa,Black,Petrol,Manual,1.8,87249,9134,High,13
7 Series,Europe,White,Diesel,Manual,1.7,140828,1790,Low,3
5 Series,Africa,Black,Petrol,Manual,3.3,110828,9217,High,0
X5,Middle East,Grey,Petrol,Automatic,4.7,89810,4863,Low,6
X6,Asia,Silver,Diesel,Manual,4.6,88452,3276,Low,2
i8,Africa,White,Petrol,Manual,4.9,73912,3807,Low,1
3 Series,Middle East,Grey,Petrol,Manual,2.0,147057,8882,High,9
5 Series,Asia,White,Petrol,Automatic,1.8,25300,1359,Low,7
i8,Asia,Grey,Electric,Manual,1.5,159274,6111,Low,8
X6,Europe,Black,Petrol,Manual,4.9,105948,1854,Low,11
X1,Asia,Silver,Electric,Automatic,1.7,39839,7528,High,11
M3,Middle East,Silver,Electric,Manual,2.6,29541,7971,High,5
X1,Asia,Blue,Petrol,Automatic,3.8,95023,4810,Low,7
3 Series,North America,Silver,Petrol,Automatic,2.8,176196,5055,Low,9
X1,Middle East,White,Hybrid,Manual,2.0,195172,6388,Low,10
X5,Asia,Grey,Hybrid,Manual,3.2,131274,7907,High,6
